date,actual_price,forecast_price
2025-10-01,14150,14184.37
2025-10-02,14150,14225.614
2025-10-03,14150,14263.289
2025-10-06,14150,14295.17
2025-10-07,14150,14320.843
2025-10-08,14150,14344.809
2025-10-09,14150,14367.698
2025-10-10,14150,14389.521
2025-10-13,14150,14410.185
2025-10-14,14150,14429.64
2025-10-15,14150,14447.909
2025-10-16,14150,14465.051
2025-10-17,14150,14481.137
2025-10-20,14150,14496.229
2025-10-21,14150,14510.389
2025-10-22,14150,14523.662
2025-10-23,14150,14536.1045
2025-10-24,14250,14547.763
2025-10-27,14250,14558.683
2025-10-28,14250,14568.906
2025-10-29,14250,14578.477
2025-10-30,14250,14587.434
