date,actual_price,forecast_price
2025-10-01,14150,14041.937
2025-10-02,14150,13951.353
2025-10-03,14150,13879.117
2025-10-06,14150,13830.773
2025-10-07,14150,13794.267
2025-10-08,14150,13762.2295
2025-10-09,14150,13732.21
2025-10-10,14150,13703.774
2025-10-13,14150,13676.914
2025-10-14,14150,13651.566
2025-10-15,14150,13627.565
2025-10-16,14150,13604.715
2025-10-17,14150,13583.02
2025-10-20,14150,13562.431
2025-10-21,14150,13542.887
2025-10-22,14150,13524.401
2025-10-23,14150,13506.944
2025-10-24,14250,13490.457
2025-10-27,14250,13474.862
2025-10-28,14250,13460.087
2025-10-29,14250,13446.0625
2025-10-30,14250,13432.737
