date,actual_price,forecast_price
2025-10-01,31650,31666.818
2025-10-02,31650,31537.918
2025-10-03,31650,31333.303
2025-10-06,31650,31064.074
2025-10-07,31650,30747.39
2025-10-08,31650,30401.393
2025-10-09,31650,30041.691
2025-10-10,31650,29679.97
2025-10-13,31650,29324.049
2025-10-14,31650,28978.586
2025-10-15,31650,28645.873
2025-10-16,31650,28326.604
2025-10-17,31650,28014.6
2025-10-20,31650,27710.03
2025-10-21,31650,27412.598
2025-10-22,31650,27121.977
2025-10-23,31650,26837.854
2025-10-24,34600,26559.938
2025-10-27,31900,26287.982
2025-10-28,31900,26021.764
2025-10-29,31900,25761.102
2025-10-30,31900,25505.834
