date,actual_price,forecast_price
2025-10-01,31650,31873.898
2025-10-02,31650,31953.537
2025-10-03,31650,31953.363
2025-10-06,31650,31899.85
2025-10-07,31650,31807.617
2025-10-08,31650,31712.25
2025-10-09,31650,31614.412
2025-10-10,31650,31514.68
2025-10-13,31650,31414.172
2025-10-14,31650,31313.516
2025-10-15,31650,31213.033
2025-10-16,31650,31112.863
2025-10-17,31650,31013.043
2025-10-20,31650,30913.586
2025-10-21,31650,30814.502
2025-10-22,31650,30715.787
2025-10-23,31650,30617.445
2025-10-24,34600,30519.459
2025-10-27,31900,30421.828
2025-10-28,31900,30324.545
2025-10-29,31900,30227.605
2025-10-30,31900,30130.996
