date,actual_price,forecast_price
2025-10-01,31650,31531.023
2025-10-02,31650,31346.957
2025-10-03,31650,31129.432
2025-10-06,31650,30881.07
2025-10-07,31650,30608.625
2025-10-08,31650,30319.867
2025-10-09,31650,30021.863
2025-10-10,31650,29720.219
2025-10-13,31650,29419.041
2025-10-14,31650,29121.129
2025-10-15,31650,28828.28
2025-10-16,31650,28541.555
2025-10-17,31650,28260.775
2025-10-20,31650,27985.941
2025-10-21,31650,27716.994
2025-10-22,31650,27453.85
2025-10-23,31650,27196.379
2025-10-24,34600,26944.455
2025-10-27,31900,26697.93
2025-10-28,31900,26456.662
2025-10-29,31900,26220.5
2025-10-30,31900,25989.303
