mode,komoditas,window,units,epochs,batch_size,test_MAE,test_RMSE,test_MAPE,forecast_MAPE_Okt2025
univariate,Cabai Merah,7,32,150,32,562.8894558127862,1542.3689406503481,2.1747055584799875,12.934261627664986
univariate,Cabai Merah,7,64,150,32,422.4315958285545,1534.2796942734656,1.7226972430256746,2.4946480133719673
univariate,Cabai Merah,14,32,150,32,546.3047198978076,1567.9131615944389,2.1168134313996707,10.114681004927219
univariate,Cabai Merah,14,64,150,32,504.1257914321677,1556.606845578775,1.944886751070397,9.626766841100759
univariate,Cabai Merah,30,32,150,32,353.9783954326923,1430.0043164116028,1.3482202178968965,0.9220219989814751
univariate,Cabai Merah,30,64,150,32,388.5464643429483,1429.4575231611639,1.4497418556050012,4.167995744479485
