date,actual_price,forecast_price
2025-10-01,31650,31729.12
2025-10-02,31650,31820.027
2025-10-03,31650,31873.408
2025-10-06,31650,31857.678
2025-10-07,31650,31784.035
2025-10-08,31650,31667.445
2025-10-09,31650,31520.732
2025-10-10,31650,31353.455
2025-10-13,31650,31172.4
2025-10-14,31650,30982.342
2025-10-15,31650,30786.703
2025-10-16,31650,30588.004
2025-10-17,31650,30388.166
2025-10-20,31650,30188.656
2025-10-21,31650,29990.635
2025-10-22,31650,29794.982
2025-10-23,31650,29602.383
2025-10-24,34600,29413.33
2025-10-27,31900,29228.182
2025-10-28,31900,29047.168
2025-10-29,31900,28870.432
2025-10-30,31900,28698.04
